İlçe,Mahalle,Oda Sayısı,m^2,Bina Yaşı,Kat,Fiyat
 Çankaya , Yukarı Dikmen,2,55,0,0,25000
 Mamak , Demirlibahçe,3,85,31,0,17000
 Çankaya , Seyranbağları,3,100,40,0,16000
 Keçiören , Kamil Ocak,4,110,30,1,12500
 Yenimahalle , Karşıyaka,4,120,30,6,19500
 Etimesgut , Elvan,5,150,15,6,25000
 Çankaya , Kazım Özalp,3,100,30,-2,25000
 Çankaya , Naci Çakır,4,120,25,1,24500
 Etimesgut , Göksu,5,177,10,3,45000
 Çankaya , Prof. Dr. Ahmet Taner Kışlalı,4,116,21,5,35000
 Gölbaşı , Karşıyaka,2,55,1,1,22000
 Keçiören , Ayvalı,4,115,14,2,25500
 Mamak , Hürel,4,110,20,1,22000
 Etimesgut , Eryaman,2,60,8,8,23000
 Çankaya , Mürsel Uluç,4,120,10,1,17500
 Keçiören , Ufuktepe,3,105,0,1,19750
 Çankaya , Yıldızevler,5,190,11,2,36000
 Yenimahalle , Işınlar,4,130,25,2,26000
 Etimesgut , Turkuaz,3,95,15,6,15000
 Gölbaşı , İncek,2,50,0,1,18000
 Yenimahalle , Yeni Batı,4,125,26,0,25000
 Keçiören , Güzelyurt,4,116,15,4,16000
 Çankaya , Ayrancı,4,100,31,2,23000
 Altındağ , Aydınlıkevler,4,135,5,1,30000
 Mamak , Cengizhan,4,145,5,8,22000
 Keçiören , Şehit Kubilay,4,135,4,6,35000
 Yenimahalle , Ergenekon,4,110,40,8,18000
 Yenimahalle , Turgut Özal,5,160,11,8,35000
 Çankaya , Yaşamkent,2,55,0,1,25000
 Keçiören , Bademlik,4,130,5,3,25000
 Çankaya , Akpınar,4,150,20,1,27000
 Çankaya , Osman Temiz,4,115,25,3,19000
 Keçiören , İncirli,4,140,25,2,18000
 Mamak , Türközü,4,125,12,3,18500
 Mamak , Akdere,4,135,20,1,25000
 Sincan , Plevne,4,120,30,3,12000
 Çankaya , Arka Topraklık,3,85,35,3,15500
 Etimesgut , Eryaman,5,178,6,2,38700
 Keçiören , Sancaktepe,4,160,12,3,15000
 Çankaya , 100. Yıl,3,115,30,-2,25000
 Etimesgut , Tunahan,4,130,24,5,25000
 Çankaya , Yıldızevler,3,85,30,4,25000
 Mamak , Abidinpaşa,4,100,20,-1,12000
 Gölbaşı , İncek,2,70,5,0,20000
 Keçiören , Yakacık,4,100,35,1,20000
 Çankaya , Ön Cebeci,3,80,50,0,17000
 Mamak , Demirlibahçe,4,115,30,3,21000
 Yenimahalle , Yakacık,4,120,0,4,20000
 Keçiören , Ovacık,4,100,10,8,10000
 Çankaya , Anıttepe,4,125,35,4,28000
 Altındağ , Aydınlıkevler,2,75,22,1,14000
 Mamak , Hüseyingazi,4,120,16,-1,13500
 Çankaya , Nasuh Akar,4,150,26,2,35000
 Keçiören , Tepebaşı,4,125,20,1,21000
 Çankaya , Bahçelievler,3,80,40,2,23000
 Yenimahalle , İnönü,2,77,1,4,28000
 Etimesgut , Bağlıca,5,190,8,3,37500
 Etimesgut , Topçu,3,90,11,3,15500
 Çankaya , Çamlıtepe,4,125,19,2,22000
 Mamak , Kutlu,3,125,10,1,25000
 Mamak , Harman,2,100,10,4,14000
 Çankaya , Büyükesat,4,160,35,3,40000
 Keçiören , Kavacık Subayevleri,4,100,30,-1,12500
 Sincan , Menderes,4,120,4,0,18000
 Gölbaşı , Seğmenler,3,85,5,2,23000
 Polatlı , Cumhuriyet,3,100,25,3,7500
 Çankaya , Bahçelievler,3,85,0,3,40000
 Çankaya , Malazgirt,3,115,16,-1,21000
 Çankaya , Kazım Özalp,3,120,34,2,28500
 Yenimahalle , Işınlar,4,130,10,1,18000
 Mamak , Kıbrısköy,4,120,10,2,13750
 Sincan , Fatih,4,110,10,2,16000
 Çankaya , Harbiye,4,110,21,0,30500
 Çankaya , Muhsin Ertuğrul,4,115,25,-1,25000
 Polatlı , Cumhuriyet,4,110,25,3,10000
 Çankaya , Hilal,4,155,10,2,39900
 Kahramankazan , Atatürk,4,120,25,4,17000
 Keçiören , Etlik,4,140,5,1,20000
 Yenimahalle , Kentkoop,4,120,16,3,25000
 Çankaya , Dodurga,5,195,1,3,45500
 Yenimahalle , Demetevler,4,130,26,4,21500
 Keçiören , Etlik,4,135,11,3,17500
 Çankaya , Akpınar,4,140,12,1,22000
 Çankaya , Barbaros,3,95,35,1,27000
 Etimesgut , Devlet,4,138,17,6,25000
 Keçiören , Etlik,4,130,15,3,19000
 Çankaya , Ata,4,125,18,1,20400
 Altındağ , Zübeyde Hanım,3,95,30,1,15000
 Yenimahalle , Emniyet,4,70,40,6,14000
 Gölbaşı , Taşpınar,2,45,0,1,23000
 Etimesgut , Bağlıca,5,180,10,4,37000
 Keçiören , Ayvalı,4,135,30,3,18000
 Yenimahalle , Susuz,5,164,6,5,40000
 Keçiören , Atapark,4,130,15,2,17000
 Etimesgut , Kazım Karabekir,4,110,25,1,15700
 Çankaya , Güzeltepe,4,150,50,1,40000
 Gölbaşı , Kızılcaşar,2,50,0,2,25000
 Keçiören , Esertepe,5,140,13,1,24000
 Çankaya , Bademlidere,2,55,0,1,18000
 Mamak , Gülveren,4,125,9,2,18000
 Keçiören , Yayla,4,135,7,2,19000
 Etimesgut , Tunahan,3,79,22,1,21000
 Etimesgut , Aşağıyurtçu,4,117,12,3,14000
 Yenimahalle , Emniyet,2,86,0,4,35000
 Keçiören , Kanuni,4,120,12,3,18500
 Altındağ , Aydınlıkevler,4,120,20,6,29500
 Gölbaşı , Örencik,2,55,0,3,17000
 Keçiören , Şenlik,4,129,35,6,14500
 Çankaya , Göktürk,4,110,16,1,23000
 Çankaya , İleri,3,80,40,3,20000
 Çankaya , Aşıkpaşa,3,100,6,0,25000
 Çankaya , Emek,4,160,40,3,27000
 Çankaya , Büyükesat,4,155,30,3,35000
 Keçiören , Ayvalı,4,120,20,1,18000
 Çankaya , Birlik,3,120,22,1,20000
 Çankaya , Emek,4,100,3,0,38000
 Çankaya , Seyranbağları,3,105,35,0,18000
 Mamak , Bahçelerüstü,4,110,15,2,17000
 Çankaya , Kırkkonaklar,4,160,18,1,30000
 Keçiören , Etlik,4,160,10,4,8000
 Gölbaşı , Kızılcaşar,4,110,0,2,40000
 Çankaya , Birlik,5,160,23,1,30000
 Çankaya , Naci Çakır,4,145,30,1,22000
 Etimesgut , Tunahan,4,135,11,1,21000
 Yenimahalle , Özevler,4,120,39,3,18000
 Yenimahalle , Turgut Özal,5,160,16,8,33000
 Yenimahalle , İlkyerleşim,4,115,30,0,33000
 Keçiören , Adnan Menderes,4,135,0,2,33000
 Mamak , Fahri Korutürk,4,105,10,3,15000
 Yenimahalle , Uğur Mumcu,3,80,34,1,26000
 Mamak , Tuzluçayır,4,130,16,1,17999
 Yenimahalle , Mehmet Akif Ersoy,3,95,5,8,27500
 Keçiören , Ayvalı,4,140,25,3,25000
 Keçiören , Etlik,4,130,15,-1,20000
 Çankaya , Yukarı Bahçelievler,4,110,35,1,25000
 Çankaya , Fakülteler,3,110,31,1,25000
 Çankaya , Naci Çakır,4,130,40,2,30000
 Gölbaşı , Seğmenler,5,180,1,1,40000
 Çankaya , Birlik,2,80,15,1,20000
 Yenimahalle , Yeni Batı,4,105,32,4,19000
 Yenimahalle , Demetevler,4,130,31,5,17000
 Altındağ , Örnek,3,78,45,3,10000
 Etimesgut , Tunahan,3,75,27,3,17000
 Keçiören , Ayvalı,3,95,10,1,28000
 Çankaya , Naci Çakır,4,170,28,1,22000
 Keçiören , Şefkat,4,130,35,6,30000
 Çankaya , Erzurum,4,130,30,-2,20000
 Gölbaşı , Taşpınar,5,130,3,3,26000
 Mamak , Bahçelerüstü,4,150,15,4,18000
 Sincan , Menderes,4,110,0,1,17500
 Pursaklar , Mimar Sinan,4,120,11,4,15500
 Yenimahalle , Turgut Özal,4,130,25,8,27500
 Mamak , Başak,4,130,12,3,15000
 Mamak , Bahçelerüstü,4,125,20,1,19000
 Keçiören , Basınevleri,3,100,2,3,29750
 Sincan , Gazi Osmanpaşa,4,125,16,4,23000
 Keçiören , Kamil Ocak,4,105,35,1,14000
 Altındağ , Aydınlıkevler,4,110,40,4,19900
 Çankaya , Osman Temiz,4,120,25,0,20000
 Çankaya , Harbiye,4,110,35,3,23000
 Altındağ , Gültepe,3,108,0,5,17000
 Polatlı , Şehitlik,4,110,30,2,12500
 Yenimahalle , Yeniçağ,4,100,20,1,20000
 Yenimahalle , Pamuklar,5,130,20,6,19000
 Yenimahalle , Demetevler,4,125,25,4,15000
 Mamak , Balkiraz,4,115,25,1,15000
 Çubuk , Esenboğa Merkez,2,46,0,3,15250
 Yenimahalle , Ata,4,135,15,1,26000
 Mamak , Ekin,4,120,27,3,14000
 Sincan , 29 Ekim,4,130,0,2,20500
 Keçiören , İncirli,4,115,25,0,13999
 Çankaya , Alacaatlı,2,55,0,3,21000
 Yenimahalle , İlkyerleşim,4,125,16,2,30000
 Yenimahalle , Serhat,4,150,25,6,25500
 Altındağ , Beşikkaya,4,140,0,1,18000
 Çankaya , Şehit Cengiz Karaca,4,160,17,-1,24750
 Yenimahalle , Ergenekon,4,140,25,3,21000
 Çubuk , Yıldırım Beyazıt,4,145,16,4,8750
 Polatlı , Şehitlik,4,135,10,4,16000
 Keçiören , Ufuktepe,4,120,8,3,21000
 Çankaya , Aşıkpaşa,4,120,10,2,23000
 Gölbaşı , Seğmenler,4,110,15,6,20000
 Gölbaşı , Karşıyaka,3,70,0,3,35000
 Etimesgut , Ayyıldız,4,150,0,4,35000
 Altındağ , Yıldıztepe,4,135,5,2,19000
 Sincan , Atatürk,4,120,20,1,14000
 Keçiören , Bağlarbaşı,4,125,20,6,18000
 Sincan , Pınarbaşı,4,110,20,2,25000
 Keçiören , Kavacık Subayevleri,4,124,20,2,21000
 Mamak , Tuzluçayır,4,130,15,2,15750
 Pursaklar , Merkez,4,115,5,1,17500
 Etimesgut , Topçu,3,85,0,0,22000
 Çankaya , Birlik,5,160,15,3,36500
 Keçiören , Aşağı Eğlence,3,120,31,3,24000
 Polatlı , Cumhuriyet,4,125,25,4,18000
 Sincan , 29 Ekim,4,130,11,4,16500
 Keçiören , Yayla,4,105,12,-1,15000
 Yenimahalle , Demetevler,3,90,30,7,26000
 Sincan , Malazgirt,4,125,20,1,15000
 Keçiören , Ayvalı,4,130,25,3,23000
 Mamak , Balkiraz,3,95,30,0,25000
 Sincan , Ahi Evran,5,120,30,3,5000
 Etimesgut , Göksu,4,104,17,6,25000
 Çankaya , Sancak,2,165,24,3,30000
 Keçiören , Atapark,3,100,5,-2,16000
 Çankaya , Cebeci,3,120,3,4,30000
 Çankaya , Harbiye,4,120,26,1,20900
 Çubuk , Yıldırım Beyazıt,4,110,13,3,7000
 Çankaya , İşçi Blokları,3,100,37,2,25000
 Çankaya , Ertuğrulgazi,4,110,35,3,20000
 Çankaya , Kızılay,4,125,35,3,35000
 Çankaya , Prof. Dr. Ahmet Taner Kışlalı,4,130,16,5,35000
 Keçiören , Kavacık Subayevleri,4,105,35,1,15000
 Sincan , Osmanlı,3,145,30,6,25000
 Mamak , Peyami Safa,4,110,25,1,12250
 Sincan , Selçuklu,3,80,20,6,12000
 Çankaya , Harbiye,4,150,30,1,35000
 Altındağ , Aydınlıkevler,4,130,31,4,21000
 Etimesgut , Elvan,4,145,10,1,25900
 Yenimahalle , Avcılar,4,145,11,2,21000
 Polatlı , Mehmet Akif,4,135,10,5,10500
 Çankaya , Osman Temiz,3,125,21,-3,18000
 Çankaya , Yukarı Dikmen,4,125,26,3,25000
 Çankaya , Oğuzlar,4,90,30,-1,16000
 Mamak , Şafaktepe,4,125,38,2,20000
 Gölbaşı , Kızılcaşar,2,43,1,1,24000
 Keçiören , Yükseltepe,4,130,15,0,18500
 Keçiören , Şehit Kubilay,4,120,13,-2,17300
 Keçiören , Kavacık Subayevleri,3,100,25,0,22000
 Etimesgut , Bağlıca,4,150,12,1,30000
 Mamak , Hürel,4,120,10,1,18000
 Çankaya , Kazım Özalp,4,130,38,1,45000
 Polatlı , Mehmet Akif,4,160,20,1,12000
 Çankaya , Oran,4,110,25,3,27000
 Polatlı , Basrı,4,145,17,6,15000
 Çankaya , Koru,4,130,20,3,37000
 Çankaya , İleri,4,112,32,1,20000
 Keçiören , Kuşcağız,4,125,5,3,18000
 Etimesgut , İstasyon,4,110,20,2,16000
 Çankaya , Akpınar,5,180,9,2,45000
 Mamak , Abidinpaşa,3,95,21,1,18500
 Çankaya , Cebeci,4,110,25,2,15000
 Yenimahalle , Emniyet,2,88,0,6,34000
 Çankaya , Büyükesat,4,150,40,2,40000
 Yenimahalle , Gazi,4,95,30,0,21000
 Mamak , General Zeki Doğan,4,110,16,1,18000
 Yenimahalle , Demetevler,4,110,25,3,19000
 Etimesgut , Piyade,4,135,19,3,18000
 Keçiören , Ayvalı,4,120,30,1,20000
 Çubuk , Dumlupınar,2,55,0,1,10000
 Mamak , General Zeki Doğan,4,110,15,3,18500
 Keçiören , 19 Mayıs,4,130,30,4,18000
 Mamak , Kazım Orbay,4,100,25,4,12500
 Çubuk , Esenboğa Merkez,3,70,2,1,10500
 Çankaya , Yukarı Bahçelievler,4,120,35,1,36000
 Altındağ , Gültepe,4,120,15,8,19000
 Keçiören , Etlik,4,115,25,1,20000
 Çankaya , İncesu,4,110,15,2,25000
 Çankaya , Kırkkonaklar,4,160,18,2,30000
 Polatlı , Zafer,4,150,15,3,15000
 Çankaya , Aşıkpaşa,3,90,10,0,20000
 Çankaya , Maltepe,3,110,40,2,25000
 Çankaya , Metin Akkuş,3,80,23,0,14000
 Etimesgut , Altay,5,150,1,8,42000
 Çankaya , Alacaatlı,4,175,5,3,38000
 Çankaya , Mürsel Uluç,4,110,21,-1,15500
 Altındağ , Aydınlıkevler,3,99,45,3,10000
 Keçiören , Esertepe,4,140,15,2,22000
 Çankaya , 100. Yıl,3,90,25,0,22000
 Yenimahalle , Batı Sitesi,2,55,0,3,20250
 Yenimahalle , Serhat,4,145,26,3,22500
 Mamak , Durali Alıç,4,125,5,0,19000
 Polatlı , Cumhuriyet,4,135,25,3,15000
 Keçiören , Ayvalı,3,110,20,1,24500
 Keçiören , Köşk,4,120,20,1,15750
 Yenimahalle , İnönü,4,140,11,0,40000
 Sincan , Fevzi Çakmak,4,140,0,4,20000
 Çankaya , Emek,2,60,5,1,38000
 Keçiören , Kamil Ocak,4,120,24,3,15000
 Keçiören , Bağlarbaşı,5,170,15,7,33000
 Sincan , Pınarbaşı,4,125,8,1,18000
 Çankaya , Seyranbağları,4,105,30,1,16500
 Keçiören , Bağlarbaşı,4,115,16,3,17000
 Gölbaşı , Karşıyaka,2,55,0,1,18000
 Çankaya , Yaşamkent,4,145,28,7,39000
 Çankaya , Aziziye,5,180,35,2,42000
 Keçiören , Ayvalı,4,125,12,1,19000
 Keçiören , Aşağı Eğlence,2,60,40,0,16000
 Çankaya , Akpınar,4,145,16,1,22500
 Çankaya , Maltepe,4,110,45,0,17000
 Çankaya , Murat,4,110,31,1,25000
 Polatlı , Cumhuriyet,3,100,20,4,13000
 Mamak , Tuzluçayır,4,115,12,3,15500
 Yenimahalle , Ragıp Tüzün,3,100,40,3,18500
 Çankaya , Kazım Özalp,3,95,35,0,28000
 Yenimahalle , Karşıyaka,3,95,31,2,12300
 Yenimahalle , Ergenekon,4,110,34,2,18500
 Çankaya , İlkbahar,2,110,4,4,43000
 Çankaya , Anıttepe,3,85,40,0,18000
 Çankaya , Harbiye,4,125,30,1,24000
 Çankaya , Alacaatlı,2,72,8,5,25500
 Çankaya , Topraklık,4,85,4,0,18000
 Altındağ , Karapürçek,4,130,13,2,15000
 Çubuk , Yıldırım Beyazıt,4,110,10,3,12000
 Çankaya , Seyranbağları,4,110,40,3,19500
 Mamak , Harman,4,120,15,-1,15500
 Mamak , Abidinpaşa,4,120,30,2,22000
 Yenimahalle , Emniyet,3,85,30,1,20000
 Yenimahalle , Yakacık,4,135,0,2,17000
 Polatlı , Gazi,4,138,20,5,10000
 Altındağ , Karapürçek,4,135,5,3,20000
 Etimesgut , Piyade,3,90,11,-1,14500
 Sincan , Malazgirt,4,130,20,3,15500
 Sincan , Malazgirt,4,130,20,3,15500
 Pursaklar , Saray Cumhuriyet,4,150,11,2,14000
 Altındağ , Gültepe,3,108,0,7,16000
 Yenimahalle , Demetevler,4,120,25,-1,15000
 Çankaya , Harbiye,3,120,26,2,35000
 Keçiören , Yükseltepe,4,140,2,4,25000
 Yenimahalle , Gazi,3,70,30,0,13000
 Çankaya , Sağlık,3,90,30,5,22000
 Polatlı , Şentepe,5,195,0,4,19500
 Mamak , Bahçelerüstü,3,90,2,0,18000
 Çankaya , Prof. Dr. Ahmet Taner Kışlalı,4,115,21,2,35000
 Etimesgut , Atayurt,3,150,8,1,18000
 Gölbaşı , İncek,2,50,0,1,16000
 Keçiören , Etlik,4,125,30,2,21000
 Çankaya , Murat,3,100,35,0,20000
 Keçiören , Etlik,4,130,18,2,20000
 Çankaya , Seyranbağları,4,125,35,2,26000
 Keçiören , Kamil Ocak,4,115,30,1,15000
 Çankaya , Kırkkonaklar,5,150,20,3,29000
 Çankaya , Emek,4,85,40,1,27500
 Gölbaşı , Kızılcaşar,3,109,0,1,36000
 Keçiören , Yakacık,4,140,35,1,23000
 Çankaya , Kültür,2,55,0,2,33000
 Yenimahalle , Aşağı Yahyalar,5,175,5,2,30000
 Çankaya , Osman Temiz,4,130,25,3,23000
 Çankaya , Karapınar,4,140,17,4,30000
 Yenimahalle , Demetevler,3,110,1,6,10000
 Yenimahalle , Ergazi,2,55,4,6,22500
 Çankaya , Mutlukent,4,120,29,4,30000
 Etimesgut , 30 Ağustos,4,120,18,3,18500
 Çankaya , Birlik,4,115,21,1,35000
 Çankaya , Aydınlar,4,125,26,3,21500
 Çankaya , İşçi Blokları,3,100,37,0,25000
 Keçiören , Osmangazi,4,135,15,-2,13500
 Sincan , Ertuğrulgazi,4,140,30,3,18500
 Keçiören , Kuşcağız,4,110,10,1,14000
 Mamak , Zirvekent,2,70,10,2,10000
 Sincan , Mustafa Kemal,3,105,0,2,16500
 Çankaya , Ön Cebeci,4,120,45,3,23000
 Pursaklar , Saray Fatih,2,60,0,1,13000
 Mamak , Altıağaç,4,115,16,1,12500
 Gölbaşı , İncek,3,100,0,3,21000
 Çankaya , Yücetepe,4,120,40,3,29000
 Keçiören , Uyanış,4,135,12,6,25000
 Sincan , 29 Ekim,4,125,15,2,15000
 Keçiören , Kuşcağız,4,120,11,-2,18000
 Yenimahalle , Yunus Emre,2,60,1,2,26500
 Keçiören , Kuşcağız,3,125,30,1,15500
 Mamak , Şafaktepe,4,110,38,2,18000
 Altındağ , Örnek,4,120,45,3,14000
 Çankaya , Birlik,4,95,17,0,30000
 Etimesgut , Eryaman,4,115,25,7,24500
 Çankaya , Bahçelievler,3,95,15,3,23000
 Keçiören , Kamil Ocak,3,110,35,3,14500
 Keçiören , Kafkas,4,125,0,3,24900
 Yenimahalle , Güzelyaka,4,140,25,3,33000
 Keçiören , Emrah,4,115,25,2,17500
 Mamak , Başak,4,135,10,6,16000
 Yenimahalle , Barıştepe,4,175,6,5,27000
 Yenimahalle , Tepealtı,5,180,25,1,30000
 Çankaya , İleri,4,110,26,2,16000
 Keçiören , Pınarbaşı,4,125,25,1,30000
 Çankaya , Sancak,2,50,25,-1,11500
 Çankaya , Kazım Özalp,4,150,25,3,35000
 Mamak , Şahintepe,3,90,15,0,15000
 Mamak , Harman,4,130,10,2,19000
 Etimesgut , 30 Ağustos,4,110,15,2,15500
 Sincan , Fevzi Çakmak,3,135,0,3,25000
 Yenimahalle , Ostim,4,140,6,8,25000
 Etimesgut , Atakent,4,110,18,1,17000
 Çankaya , Metin Akkuş,3,80,23,0,14000
 Çankaya , Çamlıtepe,4,135,19,2,22000
 Çankaya , Birlik,2,150,10,1,24000
 Yenimahalle , İnönü,4,100,24,4,22000
 Çankaya , Remzi Oğuz Arık,4,130,1,0,40000
 Altındağ , Aydınlıkevler,3,70,25,0,11000
 Keçiören , Şenlik,4,107,27,1,18000
 Keçiören , Etlik,5,150,15,3,27000
 Çankaya , Kültür,2,65,4,4,29000
 Yenimahalle , Demetlale,4,120,40,2,20000
 Mamak , Şahintepe,4,117,15,1,16500
 Mamak , Aşık Veysel,4,135,20,2,17500
 Pursaklar , Fatih,5,185,20,6,22000
 Çankaya , Yukarı Bahçelievler,3,65,30,2,30000
 Sincan , Törekent,3,131,1,1,22500
 Çankaya , Konutkent,3,100,0,2,35000
 Gölbaşı , Gaziosmanpaşa,4,120,14,6,20000
 Keçiören , Şefkat,3,110,55,2,11000
 Çankaya , Ata,4,120,18,-1,22000
 Kahramankazan , Atatürk,3,100,4,3,18000
 Çankaya , Gaziosmanpaşa,4,152,25,1,40000
 Yenimahalle , Beştepe,4,100,25,1,20000
 Mamak , Fahri Korutürk,4,130,15,1,15000
 Çankaya , 100. Yıl,3,95,25,1,22000
 Çankaya , Cebeci,4,120,30,5,26000
 Keçiören , Etlik,3,100,21,1,16500
 Yenimahalle , Batı Sitesi,2,65,0,3,25500
 Gölbaşı , Karşıyaka,2,55,0,4,26000
 Çankaya , Seyranbağları,4,110,35,2,20000
 Mamak , Abidinpaşa,4,115,50,2,13800
 Çankaya , Anıttepe,3,90,20,0,30000
 Keçiören , Kavacık Subayevleri,4,140,25,6,22000
 Mamak , Üreğil,4,120,8,2,18000
 Yenimahalle , Barıştepe,4,160,12,5,26500
 Keçiören , Atapark,4,115,20,3,16500
 Yenimahalle , Varlık,3,105,18,2,21000
 Yenimahalle , Kentkoop,4,120,30,6,22500
 Çankaya , Aşıkpaşa,3,100,15,-1,16000
 Akyurt , Yıldırım,4,135,5,3,14500
 Altındağ , Karapürçek,4,130,10,3,15500
 Sincan , Mareşal Çakmak,4,115,14,2,14500
 Yenimahalle , Özevler,4,130,30,3,18000
 Altındağ , Feridun Çelik,4,135,5,1,19000
 Yenimahalle , Demetlale,4,125,16,1,16000
 Çankaya , Malazgirt,3,110,6,1,28000
 Polatlı , Mehmet Akif,4,110,4,0,11000
 Etimesgut , Yeni Bağlıca,3,100,3,3,30000
 Polatlı , Cumhuriyet,4,130,30,3,16000
 Altındağ , Örnek,3,80,40,1,14900
 Sincan , Selçuklu,4,130,15,2,20000
 Sincan , Alcı,4,140,3,4,9750
 Keçiören , Karargahtepe,3,95,50,2,13000
 Gölbaşı , İncek,3,110,0,2,25000
 Pursaklar , Merkez,4,125,16,2,18500
 Çankaya , Güvenevler,3,100,31,4,30000
 Sincan , Fevzi Çakmak,3,115,15,5,15000
 Yenimahalle , Demetgül,3,100,30,3,32500
 Gölbaşı , Taşpınar,4,115,0,6,35000
 Sincan , Mustafa Kemal,4,155,11,2,19000
 Çankaya , Oran,4,130,35,8,45000
 Çankaya , Zafertepe,4,130,0,3,30000
 Çankaya , Göktürk,4,130,20,3,24000
 Keçiören , Basınevleri,4,120,30,2,18000
 Çankaya , Tınaztepe,4,100,35,1,17000
 Mamak , Mutlu,4,125,11,2,15500
 Etimesgut , Atayurt,4,150,5,1,18000
 Yenimahalle , Demetgül,4,100,31,2,12000
 Çankaya , Osman Temiz,4,110,30,-2,20000
 Mamak , Gülveren,4,125,7,1,21000
 Keçiören , Ayvalı,4,130,14,2,26000
 Gölbaşı , İncek,2,52,0,1,22000
 Yenimahalle , Yeni Batı,2,60,4,2,25000
 Yenimahalle , İnönü,4,130,25,4,19000
 Çankaya , Gökkuşağı,4,135,8,2,25000
 Keçiören , Şehit Kubilay,4,125,5,0,15000
 Keçiören , Etlik,4,125,30,1,21000
 Çankaya , Akpınar,2,70,1,3,22000
 Etimesgut , Atayurt,4,137,11,1,18000
 Çankaya , Yıldızevler,4,135,25,1,35000
 Çankaya , Cebeci,3,90,40,0,16000
 Etimesgut , Topçu,3,110,0,1,21500
 Gölbaşı , Taşpınar,4,110,0,2,30000
 Gölbaşı , İncek,2,50,0,1,20500
 Altındağ , Yıldıztepe,4,125,14,1,19000
 Yenimahalle , Ragıp Tüzün,4,130,20,0,28000
 Çankaya , Osman Temiz,4,129,28,3,18000
 Yenimahalle , Ergenekon,4,135,25,1,18000
 Çankaya , Karapınar,4,130,15,3,26000
 Mamak , Kartaltepe,4,110,21,2,18000
 Etimesgut , 30 Ağustos,4,120,16,1,18000
 Etimesgut , Bağlıca,4,165,5,4,35000
 Etimesgut , Tunahan,3,100,22,1,27500
 Çankaya , Seyranbağları,4,120,30,1,26000
 Keçiören , Güçlükaya,4,115,30,1,12500
 Çankaya , Gaziosmanpaşa,4,135,26,2,35000
 Polatlı , Zafer,4,120,30,5,12000
 Keçiören , Şenlik,4,110,35,3,17500
 Mamak , Şafaktepe,4,110,20,1,25000
 Çankaya , Yukarı Bahçelievler,2,90,4,0,30000
 Mamak , Demirlibahçe,4,90,40,0,24000
 Altındağ , Aydınlıkevler,3,95,35,1,13000
 Yenimahalle , Demetevler,4,125,40,6,16600
 Mamak , Bahçelerüstü,4,120,12,2,22000
 Keçiören , Pınarbaşı,4,110,25,-2,11500
 Altındağ , Örnek,4,120,30,3,15000
 Etimesgut , Elvan,3,90,13,1,13500
 Polatlı , Mehmet Akif,3,65,14,1,10250
 Çankaya , Cevizlidere,4,145,15,2,30000
 Çankaya , Akpınar,4,135,11,-1,20000
 Mamak , Şirintepe,4,115,10,1,16500
 Çankaya , Seyranbağları,2,55,50,0,17500
 Yenimahalle , Yuvaköy,4,125,1,2,28000
 Mamak , General Zeki Doğan,4,145,16,3,15000
 Keçiören , Gümüşdere,3,90,31,0,17000
 Çankaya , İlkadım,4,120,25,1,20000
 Keçiören , Tepebaşı,4,130,30,1,20000
 Yenimahalle , Ergenekon,3,80,16,0,14000
 Altındağ , Aydınlıkevler,3,100,31,2,20000
 Çankaya , Yukarı Bahçelievler,3,75,0,1,40000
 Keçiören , Bağlarbaşı,4,125,24,3,20000
 Mamak , Şahintepe,4,135,0,2,19000
 Sincan , Fevzi Çakmak,4,130,14,1,14000
 Çankaya , Kültür,2,85,4,1,32000
 Sincan , Mareşal Çakmak,4,115,25,1,18000
 Mamak , Cengizhan,4,130,7,6,19000
 Keçiören , Aşağı Eğlence,4,135,16,1,25000
 Yenimahalle , Güventepe,3,125,9,6,23000
 Etimesgut , Piyade,2,70,6,6,20000
 Çankaya , Keklik Pınarı,4,130,21,6,25000
 Keçiören , Kavacık Subayevleri,3,80,18,-2,15000
 Çankaya , Bağcılar,4,120,15,1,22000
 Etimesgut , Topçu,4,110,18,1,14750
 Yenimahalle , Gazi,2,65,0,1,27000
 Mamak , Zirvekent,2,71,8,3,7000
 Çankaya , Esatoğlu,4,100,48,3,35500
 Keçiören , Aktepe,2,65,25,4,12500
 Mamak , Aşık Veysel,4,120,30,2,15000
 Mamak , Kazım Orbay,4,100,25,3,17500
 Mamak , Abidinpaşa,2,65,35,0,15000
 Altındağ , Karapürçek,3,100,8,1,13750
 Çankaya , Tınaztepe,4,95,35,1,20000
 Yenimahalle , Kentkoop,4,110,25,1,22000
 Pursaklar , Yunus Emre,4,130,15,3,15000
 Akyurt , Yıldırım,4,145,5,4,13000
 Sincan , Fevzi Çakmak,3,100,0,3,17000
 Çankaya , Aziziye,4,134,40,3,38000
 Gölbaşı , Seğmenler,4,120,15,6,17500
 Çankaya , Aziziye,5,120,26,1,30000
 Yenimahalle , Barıştepe,4,135,17,5,23500
 Yenimahalle , İnönü,4,135,16,3,30000
 Çankaya , Birlik,4,140,11,1,25000
 Etimesgut , Güzelkent,4,120,16,6,18000
 Sincan , Atatürk,4,125,25,-2,13000
 Polatlı , Cumhuriyet,4,130,25,3,10000
 Çankaya , Yaşamkent,2,55,1,2,23000
 Polatlı , Şehitlik,4,160,11,3,15500
 Gölbaşı , İncek,3,110,0,2,23000
