İlçe,Mahalle,Oda,Salon,m^2,Bina Yaşı,Kat,Fiyat
 Sincan , Ulubatlı Hasan Mah.,2,1,75,35,4,14000
 Gölbaşı , Taşpınar Mah.,2,1,110,0,2,30000
 Çankaya , Remzi Oğuz Arık Mah.,3,1,135,36,1,35000
 Mamak , Hüseyingazi Mah.,3,1,120,18,1,14000
 Çankaya , Cevizlidere Mah.,3,1,165,20,2,29750
 Çankaya , Güvenevler Mah.,1,1,75,0,-1,35000
 Çankaya , İlkadım Mah.,3,1,125,28,2,30000
 Çankaya , Alacaatlı Mah.,4,1,185,17,10,37500
 Çankaya , İlkadım Mah.,2,1,105,21,2,25000
 Çankaya , 100. Yıl Mah.,2,1,85,45,-1,20000
 Etimesgut , Atakent Mah.,2,1,110,30,9,22000
 Çankaya , Bademlidere Mah.,1,1,45,0,1,18000
 Mamak , Saimekadın Mah.,2,1,110,30,1,14000
 Etimesgut , Elvan Mah.,2,1,95,16,0,13000
 Çankaya , Yukarı Bahçelievler Mah.,3,1,125,35,1,29500
 Çankaya , Mürsel Uluç Mah.,4,1,210,14,3,25000
 Çankaya , Kavaklıdere Mah.,3,1,125,55,2,29000
 Çankaya , İşçi Blokları Mah.,3,1,110,35,5,25000
 Çankaya , Arka Topraklık Mah.,2,1,100,24,2,20000
 Çankaya , Anıttepe Mah.,2,1,100,40,2,32500
 Çankaya , Öveçler Mah.,3,1,140,20,3,28500
 Yenimahalle , Gayret Mah.,3,1,135,2,9,30000
 Çankaya , Ön Cebeci Mah.,2,1,72,30,2,18000
 Keçiören , Karargahtepe Mah.,2,1,100,30,3,15000
 Çankaya , Kavaklıdere Mah.,2,1,85,30,-1,20000
 Keçiören , Etlik Mah.,3,1,110,30,2,15000
 Gölbaşı , Şafak Mah.,1,1,50,0,1,15500
 Gölbaşı , İncek Mah.,1,1,45,1,1,23000
 Etimesgut , Topçu Mah.,3,1,130,18,1,17000
 Akyurt , Beyazıt Mah.,3,0,110,1,4,14000
 Mamak , Bahçeleriçi Mah.,3,1,105,15,-1,13000
 Çankaya , Birlik Mah.,3,1,115,27,4,26000
 Etimesgut , Piyade Mah.,3,1,140,10,1,25500
 Çankaya , Kırkkonaklar Mah.,3,1,130,5,1,21000
 Çankaya , Erzurum Mah.,3,1,120,25,0,17500
 Yenimahalle , Tepealtı Mah.,2,1,100,6,1,20000
 Mamak , Akdere Mah.,2,1,110,10,-1,12500
 Çankaya , Mutlukent Mah.,2,1,70,3,8,25500
 Etimesgut , Tunahan Mah.,1,1,75,25,2,20750
 Mamak , Şahintepe Mah.,3,1,140,5,2,18500
 Çankaya , Yukarı Bahçelievler Mah.,3,1,120,35,2,28000
 Çankaya , Balgat Mah.,2,1,110,35,5,26000
 Çankaya , Güvenevler Mah.,3,1,155,45,1,37500
 Keçiören , Şenlik Mah.,3,1,115,35,2,13000
 Çankaya , Yukarı Bahçelievler Mah.,1,1,60,0,3,45000
 Çankaya , Emek Mah.,3,1,125,38,3,35000
 Etimesgut , Ayyıldız Mah.,3,1,110,20,4,15750
 Çankaya , Huzur Mah.,3,1,125,25,2,24000
 Altındağ , Aydınlıkevler Mah.,2,1,80,31,1,13500
 Keçiören , Basınevleri Mah.,3,1,115,25,3,23000
 Mamak , Üreğil Mah.,2,1,110,10,3,18000
 Çankaya , 100. Yıl Mah.,4,1,185,35,-1,34000
 Çankaya , Fidanlık Mah.,3,1,110,30,3,20000
 Etimesgut , Tunahan Mah.,1,1,67,20,4,20000
 Çankaya , Kazım Özalp Mah.,2,1,90,31,1,25000
 Çankaya , Karapınar Mah.,3,1,140,8,1,25000
 Çankaya , Naci Çakır Mah.,5,1,170,20,2,23500
 Çankaya , Harbiye Mah.,3,1,120,29,0,20000
 Sincan , Akşemsettin Mah.,2,1,95,16,2,15000
 Keçiören , Atapark Mah.,3,1,120,10,-1,18000
 Altındağ , Baraj Mah.,4,1,200,4,4,27000
 Çankaya , Tınaztepe Mah.,3,1,135,30,4,25000
 Mamak , Cengizhan Mah.,3,1,125,8,2,21000
 Mamak , Demirlibahçe Mah.,2,1,95,35,0,15000
 Mamak , General Zeki Doğan Mah.,3,1,110,18,2,15000
 Çankaya , Öveçler Mah.,5,1,165,20,3,37000
 Yenimahalle , Karacakaya Mah.,3,0,183,6,12,29750
 Keçiören , Esertepe Mah.,3,1,130,18,2,25000
 Yenimahalle , Yunus Emre Mah.,3,1,110,40,8,18000
 Altındağ , Aydınlıkevler Mah.,3,1,110,12,1,28000
 Yenimahalle , Demetgül Mah.,3,1,125,35,3,17000
 Yenimahalle , Varlık Mah.,4,1,150,17,1,25000
 Çankaya , Anıttepe Mah.,3,1,130,45,2,30000
 Çankaya , İlkbahar Mah.,2,1,110,7,4,35000
 Etimesgut , 30 Ağustos Mah.,3,1,110,25,1,16000
 Çankaya , Balgat Mah.,3,1,110,25,2,22500
 Mamak , Saimekadın Mah.,3,1,110,38,1,15000
 Çankaya , Ön Cebeci Mah.,3,1,120,40,3,23000
 Etimesgut , Atayurt Mah.,3,1,117,11,2,16000
 Çankaya , Yaşamkent Mah.,1,1,50,5,-1,17500
 Çankaya , Emek Mah.,1,1,50,1,1,38000
 Gölbaşı , Kızılcaşar Mah.,1,1,55,5,6,20000
 Çankaya , Tınaztepe Mah.,2,1,100,40,1,18000
 Çankaya , Aziziye Mah.,2,1,100,38,6,22000
 Çankaya , Yücetepe Mah.,2,1,95,45,1,26000
 Çankaya , Keklik Pınarı Mah.,3,1,120,29,6,37000
 Çubuk , Esenboğa Merkez Mah.,2,1,70,1,2,14000
 Çankaya , Şehit Cengiz Karaca Mah.,3,1,130,25,2,25000
 Keçiören , Aşağı Eğlence Mah.,2,1,75,36,1,20000
 Çankaya , Tınaztepe Mah.,2,1,90,30,0,20000
 Çankaya , Emek Mah.,4,1,158,45,1,36000
 Polatlı , Kurtuluş Mah.,3,1,115,25,0,13000
 Çankaya , Cevizlidere Mah.,3,1,150,15,1,25000
 Mamak , Fahri Korutürk Mah.,3,1,110,16,-2,14500
 Gölbaşı , Taşpınar Mah.,1,1,55,1,0,25850
 Yenimahalle , Işınlar Mah.,3,1,155,18,4,22500
 Yenimahalle , Gazi Mah.,2,1,100,40,6,24500
 Yenimahalle , Yeniçağ Mah.,2,1,85,30,0,15500
 Keçiören , Ayvalı Mah.,2,1,90,25,1,17500
 Çankaya , Küçükesat Mah.,3,1,135,45,1,25000
 Çankaya , Emek Mah.,3,1,100,40,1,28000
 Çankaya , Sancak Mah.,3,1,160,23,3,30000
 Mamak , Aşık Veysel Mah.,3,1,1105,29,2,13000
 Yenimahalle , Yeniçağ Mah.,3,1,120,31,3,20000
 Çankaya , Kazım Özalp Mah.,1,1,80,16,2,25000
 Mamak , Cengizhan Mah.,3,1,150,13,5,19000
 Çankaya , Öveçler Mah.,3,1,110,25,-2,20000
 Keçiören , Güçlükaya Mah.,2,1,86,39,0,12000
 Çankaya , Fakülteler Mah.,1,1,60,0,3,24000
 Çankaya , Ayrancı Mah.,3,1,135,36,4,30000
 Yenimahalle , Demetevler Mah.,3,1,120,38,6,15000
 Yenimahalle , Ergazi Mah.,3,1,140,25,3,18000
 Etimesgut , Şeyh Şamil Mah.,4,1,120,27,0,25000
 Çankaya , Yukarı Bahçelievler Mah.,3,1,110,35,3,30000
 Çankaya , Yukarı Bahçelievler Mah.,3,1,130,20,4,35000
 Çankaya , Murat Mah.,3,1,115,35,1,17000
 Çankaya , Sokullu Mehmet Paşa Mah.,3,1,120,26,1,23000
 Çankaya , Ata Mah.,1,1,70,17,0,17250
 Çankaya , Kırkkonaklar Mah.,2,1,90,0,1,18000
 Çankaya , Çamlıtepe Mah.,2,1,110,35,1,25000
 Keçiören , Tepebaşı Mah.,3,1,110,30,2,17000
 Etimesgut , Atakent Mah.,3,1,110,25,6,16500
 Çankaya , Kazım Özalp Mah.,2,1,90,30,1,25000
 Keçiören , Şehit Kubilay Mah.,3,1,115,8,-1,15750
 Çankaya , Ayrancı Mah.,3,1,130,30,3,20000
 Çankaya , İlkbahar Mah.,3,1,150,11,1,28000
 Çankaya , Aşağı Öveçler Mah.,3,1,155,18,3,29000
 Altındağ , Aydınlıkevler Mah.,3,1,110,38,1,15500
 Yenimahalle , Yeni Batı Mah.,2,1,100,5,1,29500
 Çankaya , Gaziosmanpaşa Mah.,3,1,120,55,1,25000
 Çankaya , Yukarı Bahçelievler Mah.,3,1,140,45,2,30000
 Çankaya , Mebusevleri Mah.,3,1,108,39,3,22000
 Etimesgut , Piyade Mah.,3,1,125,16,6,16500
 Çankaya , Anıttepe Mah.,2,1,75,6,1,38500
 Çankaya , Harbiye Mah.,3,1,115,30,1,20000
 Çankaya , Aydınlar Mah.,3,1,125,28,0,20000
 Çankaya , Beytepe Mah.,3,1,276,6,21,185000
 Etimesgut , Ahi Mesut Mah.,3,1,145,10,10,32000
 Çankaya , Mustafa Kemal Mah.,4,1,180,10,2,50000
 Mamak , Karaağaç Mah.,3,1,130,7,2,19000
 Keçiören , Bağlarbaşı Mah.,3,1,110,21,1,14500
 Keçiören , Ufuktepe Mah.,3,1,138,17,3,16500
 Keçiören , Şenlik Mah.,3,1,110,45,3,19900
 Sincan , Fatih Mah.,3,1,120,30,3,17500
 Mamak , Balkiraz Mah.,3,1,115,30,2,17400
 Yenimahalle , Demetlale Mah.,3,1,130,16,5,15000
 Çankaya , Kırkkonaklar Mah.,5,2,360,16,6,54500
 Çankaya , Yukarı Bahçelievler Mah.,3,1,115,35,1,29000
 Çankaya , Arka Topraklık Mah.,3,1,100,38,2,20000
 Çankaya , Oğuzlar Mah.,1,1,70,15,2,32000
 Çankaya , Metin Akkuş Mah.,3,1,120,26,3,19000
 Mamak , Akdere Mah.,2,1,95,18,-1,15000
 Mamak , Saimekadın Mah.,3,1,110,29,6,15000
 Çankaya , Seyranbağları Mah.,3,1,90,45,1,16000
 Altındağ , Güneşevler Mah.,3,1,115,9,1,22000
 Çankaya , Birlik Mah.,1,1,70,5,3,20000
 Çankaya , Yukarı Bahçelievler Mah.,3,3,140,25,1,27000
 Çankaya , Aydınlar Mah.,3,1,115,25,2,20000
 Çankaya , Yukarı Bahçelievler Mah.,2,1,90,9,1,39000
 Çankaya , Emek Mah.,1,1,50,1,4,35000
 Çankaya , Büyükesat Mah.,3,1,140,25,4,40000
 Çankaya , Çiğdem Mah.,3,1,100,18,-1,22000
 Çankaya , Harbiye Mah.,3,1,120,30,0,15500
 Etimesgut , Bağlıca Mah.,4,1,155,8,1,28000
 Etimesgut , Yapracık Mah.,3,1,117,11,-1,13000
 Mamak , Yeşilbayır Mah.,1,1,35,0,3,16500
 Çankaya , İlkbahar Mah.,3,1,149,7,21,34000
 Etimesgut , Altay Mah.,3,1,110,25,1,21000
 Altındağ , Aydınlıkevler Mah.,3,1,120,19,1,18000
 Çankaya , Güvenevler Mah.,2,1,130,47,1,25000
 Çankaya , Emek Mah.,3,1,120,35,3,33000
 Çankaya , Birlik Mah.,3,1,165,21,1,28500
 Çankaya , Büyükesat Mah.,5,1,300,25,2,37000
 Çankaya , Ehlibeyt Mah.,3,1,145,20,3,28000
 Çankaya , Yukarı Bahçelievler Mah.,1,1,85,40,3,22000
 Altındağ , Feridun Çelik Mah.,3,1,145,5,3,17000
 Keçiören , Ayvalı Mah.,4,1,170,9,2,28000
 Çankaya , Kavaklıdere Mah.,2,1,125,36,4,30000
 Çankaya , Mebusevleri Mah.,3,1,125,40,2,27000
 Etimesgut , Yavuz Selim Mah.,3,1,135,20,0,20000
 Çankaya , Topraklık Mah.,3,1,120,35,1,25000
 Çankaya , Harbiye Mah.,3,1,120,28,2,17000
 Çankaya , Yıldızevler Mah.,4,1,180,21,3,33000
 Keçiören , Kavacık Subayevleri Mah.,3,1,190,28,3,24750
 Çankaya , Korkutreis Mah.,2,1,100,30,6,18000
 Yenimahalle , Emniyet Mah.,1,1,85,2,6,31000
 Çankaya , Birlik Mah.,1,1,65,1,3,35000
 Çankaya , Emek Mah.,2,1,85,40,-3,29500
 Etimesgut , Tunahan Mah.,3,1,95,26,1,17500
 Keçiören , Pınarbaşı Mah.,3,1,110,35,3,13500
 Keçiören , 19 Mayıs Mah.,3,1,135,13,2,18500
 Yenimahalle , Aşağı Yahyalar Mah.,4,1,180,5,1,29000
 Çubuk , Esenboğa Merkez Mah.,1,0,40,1,4,7500
 Sincan , Ertuğrulgazi Mah.,3,1,110,25,1,14500
 Keçiören , Sancaktepe Mah.,2,0,115,7,-1,21000
 Polatlı , Yeni Mah.,3,1,130,25,4,10000
 Gölbaşı , Bahçelievler Mah.,3,1,160,5,2,25000
 Gölbaşı , Bahçelievler Mah.,3,1,160,5,2,25000
 Yenimahalle , Beştepe Mah.,4,1,150,25,2,30000
 Etimesgut , Yapracık Mah.,2,1,94,12,12,15000
 Mamak , Saimekadın Mah.,3,1,110,27,3,15000
 Çankaya , İlkadım Mah.,2,1,100,21,1,24500
 Çankaya , Ehlibeyt Mah.,3,1,130,18,3,25000
 Çankaya , Ertuğrulgazi Mah.,2,0,85,34,1,13000
 Çankaya , Maltepe Mah.,3,1,105,7,2,36000
 Çankaya , Emek Mah.,3,1,100,40,1,25000
 Mamak , Saimekadın Mah.,3,1,110,20,1,13000
 Keçiören , Ayvalı Mah.,3,1,130,30,1,15750
 Çankaya , Umut Mah.,1,1,70,8,1,25000
 Yenimahalle , İlkyerleşim Mah.,3,1,125,20,2,20000
 Çankaya , İlkadım Mah.,3,1,135,25,2,25000
 Çankaya , Barbaros Mah.,2,1,125,36,4,30000
 Yenimahalle , Demetgül Mah.,2,1,105,35,5,13000
 Çankaya , Öveçler Mah.,3,1,160,15,1,33000
 Çankaya , Maltepe Mah.,2,1,95,30,1,25000
 Altındağ , Örnek Mah.,1,1,55,40,2,6000
 Çankaya , Seyranbağları Mah.,2,1,95,40,1,15000
 Çankaya , İşçi Blokları Mah.,2,1,110,31,5,23000
 Çankaya , Oğuzlar Mah.,3,1,110,28,3,23000
 Çankaya , Gaziosmanpaşa Mah.,2,1,85,31,-1,19000
 Etimesgut , Elvan Mah.,3,1,100,12,1,18000
 Çankaya , Yukarı Bahçelievler Mah.,2,1,90,35,3,25000
 Sincan , Fatih Mah.,2,1,75,50,1,10000
 Çankaya , Sokullu Mehmet Paşa Mah.,3,1,124,28,3,20000
 Çankaya , Mebusevleri Mah.,2,1,90,40,2,15000
 Çankaya , Bahçelievler Mah.,2,1,70,1,0,33000
 Keçiören , Basınevleri Mah.,3,1,105,30,0,14000
 Çankaya , Gaziosmanpaşa Mah.,1,1,70,21,0,22000
 Mamak , Abidinpaşa Mah.,3,1,110,50,2,17500
 Yenimahalle , Emniyet Mah.,1,1,86,0,6,39500
 Keçiören , İncirli Mah.,2,1,90,30,1,15000
 Altındağ , Aydınlıkevler Mah.,3,1,120,38,2,16000
 Keçiören , Aşağı Eğlence Mah.,3,1,135,33,1,23000
 Etimesgut , Topçu Mah.,2,1,90,15,1,22000
 Polatlı , Şentepe Mah.,3,1,150,25,6,10000
 Çankaya , Ayrancı Mah.,3,1,130,35,3,28000
 Çankaya , Yukarı Bahçelievler Mah.,3,1,110,40,2,27000
 Çankaya , Emek Mah.,2,1,75,35,1,22000
 Mamak , Akdere Mah.,3,1,99,25,-2,13000
 Çankaya , Emek Mah.,3,1,110,38,2,33000
 Çankaya , Bahçelievler Mah.,3,1,145,45,1,30000
 Çankaya , Ata Mah.,3,1,125,15,-1,25000
 Çankaya , Aziziye Mah.,1,1,45,5,2,35000
 Çankaya , Mutlukent Mah.,4,2,313,8,5,150000
 Yenimahalle , Yeşilevler Mah.,3,1,120,26,3,20000
 Çankaya , Aşağı Öveçler Mah.,3,1,170,20,1,26500
 Çankaya , Remzi Oğuz Arık Mah.,3,1,135,36,4,30000
 Çankaya , Emek Mah.,3,1,90,35,1,28000
 Çankaya , Kazım Özalp Mah.,1,1,60,28,-1,25500
 Etimesgut , Atayurt Mah.,2,1,95,15,10,11950
 Çankaya , Kazım Özalp Mah.,2,1,85,30,0,19000
 Yenimahalle , Demetevler Mah.,3,1,115,27,1,15500
 Çankaya , Emek Mah.,3,1,100,7,1,38000
 Çankaya , Büyükesat Mah.,1,1,50,16,2,28000
 Mamak , Şahap Gürler Mah.,3,1,110,15,3,18500
 Çankaya , Sokullu Mehmet Paşa Mah.,3,1,1120,35,6,17500
 Çankaya , Birlik Mah.,3,1,130,24,1,25000
 Çankaya , Balgat Mah.,3,1,125,27,1,33000
 Sincan , Atatürk Mah.,2,1,95,21,1,14500
 Mamak , Şafaktepe Mah.,2,1,90,31,0,18000
 Mamak , Aşık Veysel Mah.,3,1,120,28,2,17000
 Altındağ , Gültepe Mah.,1,1,70,0,3,13000
 Çankaya , Yukarı Bahçelievler Mah.,2,1,80,0,0,30000
 Çankaya , Oğuzlar Mah.,3,1,110,27,2,22000
 Çankaya , Bahçelievler Mah.,2,1,85,3,1,29000
 Çankaya , İşçi Blokları Mah.,1,0,40,15,1,20000
 Çankaya , İlkbahar Mah.,3,1,126,7,7,51000
 Çankaya , İlkbahar Mah.,3,1,126,7,7,51000
 Keçiören , Ayvalı Mah.,3,1,120,27,1,16500
 Çankaya , Anıttepe Mah.,3,1,100,45,3,27500
 Yenimahalle , Kentkoop Mah.,2,1,110,31,3,20500
 Keçiören , Kanuni Mah.,3,1,145,3,4,23000
 Yenimahalle , Ergazi Mah.,1,1,58,5,2,23500
 Kahramankazan , Kayı Mah.,3,1,160,4,6,21000
 Etimesgut , Atakent Mah.,3,1,115,18,3,18000
 Çubuk , Esenboğa Merkez Mah.,1,1,85,0,1,13500
 Yenimahalle , Özevler Mah.,4,1,185,5,7,31000
 Yenimahalle , Ergazi Mah.,1,1,50,4,6,23000
 Çankaya , Kazım Özalp Mah.,1,1,45,0,0,32000
 Çankaya , Naci Çakır Mah.,3,1,145,25,2,25000
 Etimesgut , Devlet Mah.,1,1,60,2,18,23500
 Mamak , Derbent Mah.,3,1,135,0,8,19250
 Keçiören , Atapark Mah.,3,1,140,15,2,20500
 Keçiören , Kamil Ocak Mah.,3,1,90,30,2,16000
 Sincan , Atatürk Mah.,3,1,120,28,3,15500
 Çankaya , İlkbahar Mah.,4,1,350,20,14,95000
 Mamak , Fahri Korutürk Mah.,3,1,120,15,1,14500
 Mamak , Demirlibahçe Mah.,1,1,85,40,6,19500
 Keçiören , Ayvalı Mah.,3,1,122,27,1,16000
 Etimesgut , Atayurt Mah.,3,1,117,11,12,15500
 Çankaya , Yukarı Bahçelievler Mah.,3,3,150,32,4,40000
 Sincan , Fevzi Çakmak Mah.,3,1,130,0,3,20000
 Mamak , Boğaziçi Mah.,3,1,120,8,5,19500
 Sincan , Mevlana Mah.,4,1,165,0,9,35000
 Keçiören , Sancaktepe Mah.,3,1,135,10,2,25500
 Çankaya , Barbaros Mah.,3,1,110,35,3,32000
 Keçiören , Ayvalı Mah.,4,1,185,8,1,28000
 Çankaya , Gökkuşağı Mah.,3,1,140,20,1,30000
 Keçiören , Yeşilöz Mah.,3,1,130,11,1,24750
 Etimesgut , Devlet Mah.,1,1,60,2,21,23500
 Çankaya , Kültür Mah.,3,1,160,25,3,34000
 Mamak , Cengizhan Mah.,3,1,135,5,2,22000
 Çankaya , Mustafa Kemal Mah.,1,1,80,3,3,40000
 Sincan , Yeniçimşit Mah.,1,1,65,0,3,14000
 Mamak , Durali Alıç Mah.,3,1,135,7,1,16500
 Çankaya , Mürsel Uluç Mah.,4,1,130,25,2,22500
 Mamak , General Zeki Doğan Mah.,2,1,90,12,1,14000
 Keçiören , Sancaktepe Mah.,2,1,100,19,-1,14000
 Sincan , Mustafa Kemal Mah.,3,1,130,17,2,15000
 Çankaya , Aşıkpaşa Mah.,3,1,100,4,1,20000
 Keçiören , Yeşiltepe Mah.,3,1,130,10,3,16000
 Çankaya , Cevizlidere Mah.,5,1,375,16,6,75000
 Çankaya , Yaşamkent Mah.,4,1,200,10,1,38000
 Yenimahalle , Yuvaköy Mah.,4,1,220,1,16,37500
 Yenimahalle , Yuvaköy Mah.,2,1,110,0,11,30000
 Yenimahalle , Yuvaköy Mah.,2,1,110,0,11,30000
 Çankaya , Aziziye Mah.,4,1,200,17,16,56000
 Çankaya , Seyranbağları Mah.,3,1,105,30,3,20000
 Çankaya , Yaşamkent Mah.,4,1,220,11,9,40000
 Keçiören , Karakaya Mah.,3,1,140,0,4,26000
 Çankaya , İşçi Blokları Mah.,2,1,110,31,6,24000
 Mamak , Cengizhan Mah.,3,1,130,11,3,20250
 Altındağ , Gültepe Mah.,3,1,85,10,2,13350
 Mamak , Kazım Orbay Mah.,3,1,120,20,3,18500
 Sincan , Osmanlı Mah.,3,1,115,25,1,17000
 Çankaya , İlkbahar Mah.,3,1,120,5,11,31000
 Yenimahalle , Uğur Mumcu Mah.,2,1,90,35,1,21000
 Yenimahalle , İnönü Mah.,2,1,96,1,2,42500
 Mamak , General Zeki Doğan Mah.,2,1,75,30,0,12750
 Yenimahalle , Barıştepe Mah.,5,1,220,7,9,26500
 Altındağ , Aydınlıkevler Mah.,3,1,140,35,1,21000
 Keçiören , Tepebaşı Mah.,3,1,130,20,1,15000
 Yenimahalle , Turgut Özal Mah.,3,1,150,11,11,33000
 Sincan , Fatih Mah.,3,1,125,30,6,17500
 Etimesgut , Yeşilova Mah.,2,1,85,3,20,30000
 Etimesgut , Şeker Mah.,3,1,140,16,3,28000
 Çankaya , Harbiye Mah.,3,1,130,30,1,30000
 Keçiören , Şenlik Mah.,2,1,100,28,1,15249
 Çankaya , Umut Mah.,3,1,70,26,1,15000
 Keçiören , Şenlik Mah.,2,1,100,28,1,15249
 Çankaya , Umut Mah.,3,1,70,26,1,15000
 Etimesgut , Göksu Mah.,3,1,135,3,21,36000
 Sincan , Mustafa Kemal Mah.,3,1,140,8,3,17500
 Keçiören , Yakacık Mah.,3,1,120,26,6,23000
 Sincan , Atatürk Mah.,2,1,115,25,3,15250
 Keçiören , Bağlarbaşı Mah.,2,1,115,20,3,17500
 Mamak , Lalahan Mah.,3,1,135,30,4,20000
 Mamak , Akdere Mah.,3,1,120,17,2,18000
 Etimesgut , Yeni Bağlıca Mah.,2,1,112,5,7,31000
 Sincan , Mevlana Mah.,2,1,110,0,5,23000
 Sincan , Ertuğrulgazi Mah.,3,1,120,21,5,16000
 Mamak , General Zeki Doğan Mah.,3,1,115,11,3,18000
 Etimesgut , Bağlıca Mah.,4,1,170,2,3,40000
 Etimesgut , Eryaman Mah.,3,1,120,10,2,24000
 Mamak , Diriliş Mah.,4,1,150,5,8,24000
 Mamak , Üreğil Mah.,3,1,115,10,10,17750
 Etimesgut , Altay Mah.,1,1,55,9,13,19000
 Çankaya , Karapınar Mah.,4,1,170,15,3,36000
 Keçiören , Emrah Mah.,3,1,105,25,-1,17999
 Çankaya , Ertuğrulgazi Mah.,3,1,110,35,3,18000
 Etimesgut , Yeni Bağlıca Mah.,2,1,90,4,3,29000
 Çankaya , Fidanlık Mah.,3,1,120,50,1,30000
 Çankaya , Yukarı Bahçelievler Mah.,3,1,140,29,2,35000
 Etimesgut , Şeyh Şamil Mah.,2,1,120,18,1,20000
 Çankaya , İlkbahar Mah.,1,1,70,5,2,35000
 Keçiören , Etlik Mah.,2,1,90,24,0,19000
 Çankaya , Çiğdem Mah.,3,1,150,27,5,43000
 Polatlı , Gülveren Mah.,3,1,130,30,3,10000
 Sincan , Çoğlu Mah.,3,0,140,0,3,19000
 Çankaya , Naci Çakır Mah.,3,1,150,34,2,25000
 Keçiören , Etlik Mah.,3,1,125,20,3,16000
 Mamak , Boğaziçi Mah.,3,1,120,10,5,20000
 Çankaya , Büyükesat Mah.,4,1,160,16,1,31000
 Çankaya , Huzur Mah.,3,1,155,20,8,30000
 Altındağ , Aydınlıkevler Mah.,3,1,140,35,1,22000
 Mamak , Başak Mah.,4,1,200,6,1,18000
 Mamak , Kazım Orbay Mah.,2,1,75,0,0,15500
 Keçiören , Şehit Kubilay Mah.,3,1,118,20,1,17500
 Keçiören , Bademlik Mah.,3,1,125,8,2,18500
 Keçiören , Pınarbaşı Mah.,3,1,110,25,-1,15000
 Çankaya , Nasuh Akar Mah.,3,1,130,25,2,25000
 Çankaya , Sokullu Mehmet Paşa Mah.,2,1,90,20,1,25000
 Altındağ , Gültepe Mah.,2,1,100,25,3,14500
 Çankaya , Remzi Oğuz Arık Mah.,4,1,155,35,6,775000
 Çankaya , Naci Çakır Mah.,2,1,85,25,2,19000
 Keçiören , Ayvalı Mah.,3,1,130,20,1,15000
 Keçiören , Kuşcağız Mah.,5,1,285,15,3,32000
 Keçiören , Etlik Mah.,6,1,200,15,6,30000
 Keçiören , Kalaba Mah.,3,1,108,33,3,13500
 Sincan , Ertuğrulgazi Mah.,3,1,125,25,3,12750
 Keçiören , Kamil Ocak Mah.,3,1,105,32,0,12000
 Yenimahalle , Işınlar Mah.,4,1,220,25,2,32500
 Mamak , Türközü Mah.,3,1,120,16,2,18000
 Keçiören , Osmangazi Mah.,2,1,100,10,0,13000
 Keçiören , 19 Mayıs Mah.,3,1,135,45,1,18000
 Gölbaşı , Kızılcaşar Mah.,2,1,132,0,1,37500
 Etimesgut , 30 Ağustos Mah.,2,1,100,20,3,14500
 Etimesgut , Devlet Mah.,2,1,95,15,3,25500
 Mamak , Ege Mah.,4,0,165,1,3,30000
 Etimesgut , Yeşilova Mah.,3,1,125,3,6,36500
 Çankaya , Prof. Dr. Ahmet Taner Kışlalı Mah.,3,1,135,30,3,27500
 Sincan , Malazgirt Mah.,3,1,120,21,3,15000
 Keçiören , Karakaya Mah.,3,1,130,11,1,25000
 Çankaya , Mürsel Uluç Mah.,2,1,90,0,2,27000
 Etimesgut , İstasyon Mah.,3,1,125,30,1,15500
 Yenimahalle , Demetevler Mah.,3,1,115,26,2,20000
 Yenimahalle , Pamuklar Mah.,4,1,170,8,10,33000
 Gölbaşı , İncek Mah.,1,1,58,1,1,16500
 Sincan , Selçuklu Mah.,3,1,120,25,3,16000
 Mamak , Şahintepe Mah.,2,1,100,17,0,15000
 Sincan , 29 Ekim Mah.,3,1,125,16,3,16000
 Gölbaşı , İncek Mah.,3,1,155,10,0,45000
 Mamak , Aşık Veysel Mah.,3,1,130,19,3,17000
 Çankaya , Seyranbağları Mah.,2,1,102,0,3,24500
 Çankaya , İlkadım Mah.,3,1,120,30,2,30000
 Polatlı , İstiklal Mah.,2,1,110,2,6,15000
 Çankaya , Göktürk Mah.,3,1,100,35,3,20000
 Yenimahalle , Varlık Mah.,2,1,70,18,1,22000
 Çankaya , Aşıkpaşa Mah.,5,1,250,20,3,35000
 Çankaya , Maltepe Mah.,4,1,145,30,2,30000
 Keçiören , Ufuktepe Mah.,2,1,100,20,1,19000
 Çankaya , Keklik Pınarı Mah.,3,1,117,25,5,22500
 Keçiören , Sancaktepe Mah.,3,1,125,12,-1,20000
 Çankaya , Çayyolu Mah.,3,1,135,30,4,41000
 Çankaya , Çiğdem Mah.,3,1,135,30,2,30000
 Mamak , Başak Mah.,3,1,120,15,3,13250
 Pursaklar , Ayyıldız Mah.,2,1,75,30,4,13250
 Çankaya , Mürsel Uluç Mah.,3,1,120,25,-1,15500
 Sincan , Menderes Mah.,3,1,130,9,6,17000
 Gölbaşı , Eymir Mah.,3,1,145,0,1,35000
 Yenimahalle , Varlık Mah.,2,1,100,35,2,29000
 Etimesgut , Elvan Mah.,2,1,85,16,0,12950
 Gölbaşı , Taşpınar Mah.,4,1,250,11,0,38000
 Çankaya , Maltepe Mah.,2,1,95,31,3,25000
 Çankaya , Maltepe Mah.,2,1,95,31,3,25000
 Yenimahalle , Demetgül Mah.,3,1,120,25,3,25000
 Mamak , Kusunlar Mah.,3,1,145,3,0,15000
 Çankaya , Bahçelievler Mah.,3,1,155,0,1,44000
 Polatlı , Zafer Mah.,3,1,110,30,2,9500
